scientific_name
Loxodonta africana
Loxodonta cyclotis
Dugong dugon
Trichechus inunguis
Trichechus manatus
Trichechus senegalensis
Pan troglodytes
Eidolon helvum
Rhinolophidae spp.
Otomops madagascariensis
Otomops martiensseni
Tadarida insignis
Tadarida latouchei
Tadarida teniotis
Vespertilionidae spp.
Lasiurus blossevillii
Lasiurus borealis
Lasiurus cinereus
Lasiurus ega
Miniopterus majori
Miniopterus natalensis
Miniopterus schreibersii
Panthera leo
Panthera pardus
Lycaon pictus
Ursus maritimus
Arctocephalus australis
Otaria flavescens
Halichoerus grypus
Monachus monachus
Phoca vitulina
Pusa caspica
Equus hemionus
Equus kiang
Vicugna vicugna
Cervus elaphus yarkandensis
Giraffa camelopardalis
Gazella erlangeri
Gazella gazella
Gazella subgutturosa
Procapra gutturosa
Saiga borealis
Saiga tatarica
Ammotragus lervia
Ovis ammon
Oryx dammah
Kobus kob leucotis
Balaenoptera bonaerensis
Balaenoptera edeni
Balaenoptera borealis
Balaenoptera omurai
Balaenoptera physalus
Caperea marginata
Sousa chinensis
Sousa teuszii
Sotalia fluviatilis
Sotalia guianensis
Lagenorhynchus albirostris
Lagenorhynchus acutus
Lagenorhynchus obscurus
Lagenorhynchus australis
Grampus griseus
Tursiops aduncus
Tursiops truncatus
Stenella attenuata
Stenella longirostris
Stenella coeruleoalba
Stenella clymene
Delphinus delphis
Lagenodelphis hosei
Orcaella brevirostris
Orcaella heinsohni
Cephalorhynchus commersonii
Cephalorhynchus eutropia
Cephalorhynchus heavisidii
Orcinus orca
Globicephala melas
Delphinapterus leucas
Monodon monoceros
Phocoena phocoena
Phocoena spinipinnis
Phocoena dioptrica
Neophocaena phocaenoides
Neophocaena asiaeorientalis
Phocoenoides dalli
Physeter macrocephalus
Platanista gangetica gangetica
Inia geoffrensis
Pontoporia blainvillei
Berardius bairdii
Hyperoodon ampullatus
Coturnix coturnix coturnix
Anseranatidae spp.
Anatidae spp.
Podiceps grisegena grisegena
Podiceps auritus
Phoenicopteridae spp.
Streptopelia turtur turtur
Sarothrura boehmi
Sarothrura ayresi
Crex crex
Porzana porzana
Zapornia parva
Zapornia pusilla intermedia
Amaurornis marginalis
Fulica atra atra
Leucogeranus leucogeranus
Antigone spp.
Bugeranus carunculatus
Anthropoides spp.
Grus spp.
Otis tarda
Chlamydotis macqueenii
Gavia stellata
Gavia arctica arctica
Gavia immer
Gavia adamsii
Spheniscus demersus
Diomedea sanfordi
Diomedea epomophora
Diomedea exulans
Diomedea antipodensis
Diomedea dabbenena
Phoebetria fusca
Phoebetria palpebrata
Phoebastria irrorata
Phoebastria nigripes
Phoebastria immutabilis
Thalassarche chlororhynchos
Thalassarche carteri
Thalassarche chrysostoma
Thalassarche melanophris
